schedule_date,schedule_season,home_id,away_id,score_home,score_away,total_score,over_under_line,label
9/26/2004,2004,SEA,SFO,34,0,34,41.5,under
9/26/2004,2004,RAM,NOR,25,28,53,49,over
9/26/2004,2004,OTI,JAX,12,15,27,34.5,under
9/27/2004,2004,WAS,DAL,18,21,39,35.5,over
10/3/2004,2004,CRD,NOR,34,10,44,40,over
10/3/2004,2004,BUF,NWE,17,31,48,35,over
10/3/2004,2004,CAR,ATL,10,27,37,39,under
10/3/2004,2004,CHI,PHI,9,19,28,40.5,under
10/3/2004,2004,CLE,WAS,17,13,30,36,under
10/3/2004,2004,GNB,NYG,7,14,21,44,under
10/3/2004,2004,HTX,RAI,30,17,47,42,over
10/3/2004,2004,JAX,CLT,17,24,41,42,under
10/3/2004,2004,MIA,NYJ,9,17,26,36,under
10/3/2004,2004,PIT,CIN,28,17,45,39.5,over
10/3/2004,2004,SDG,OTI,38,17,55,41,over
10/3/2004,2004,SFO,RAM,14,24,38,44,under
10/3/2004,2004,TAM,DEN,13,16,29,35,under
10/4/2004,2004,RAV,KAN,24,27,51,41.5,over
10/10/2004,2004,ATL,DET,10,17,27,41,under
10/10/2004,2004,DAL,NYG,10,26,36,38.5,under
10/10/2004,2004,DEN,CAR,20,17,37,38,under
10/10/2004,2004,HTX,MIN,28,34,62,50,over
10/10/2004,2004,CLT,RAI,35,14,49,52,under
10/10/2004,2004,NWE,MIA,24,10,34,34,under
10/10/2004,2004,NOR,TAM,17,20,37,38.5,under
10/10/2004,2004,NYJ,BUF,16,14,30,37,under
10/10/2004,2004,PIT,CLE,34,23,57,36,over
10/10/2004,2004,SDG,JAX,34,21,55,37,over
10/10/2004,2004,SFO,CRD,31,28,59,36.5,over
10/10/2004,2004,SEA,RAM,27,33,60,44,over
10/10/2004,2004,WAS,RAV,10,17,27,34,under
10/11/2004,2004,GNB,OTI,27,48,75,44,over
10/17/2004,2004,ATL,SDG,21,20,41,43,under
10/17/2004,2004,BUF,MIA,20,13,33,30,over
10/17/2004,2004,CHI,WAS,10,13,23,33.5,under
10/17/2004,2004,CLE,CIN,34,17,51,40,over
10/17/2004,2004,DAL,PIT,20,24,44,39,over
10/17/2004,2004,DET,GNB,10,38,48,45,over
10/17/2004,2004,JAX,KAN,22,16,38,44,under
10/17/2004,2004,NWE,SEA,30,20,50,42,over
10/17/2004,2004,NOR,MIN,31,38,69,53,over
10/17/2004,2004,NYJ,SFO,22,14,36,43,under
10/17/2004,2004,RAI,DEN,3,31,34,42,under
10/17/2004,2004,PHI,CAR,30,8,38,42,under
10/17/2004,2004,OTI,HTX,10,20,30,46,under
10/18/2004,2004,RAM,TAM,28,21,49,42.5,over
10/24/2004,2004,CRD,SEA,25,17,42,40,over
10/24/2004,2004,RAV,BUF,20,6,26,31,under
10/24/2004,2004,CAR,SDG,6,17,23,42,under
10/24/2004,2004,CLE,PHI,31,34,65,41.5,over
10/24/2004,2004,GNB,DAL,41,20,61,44,over
10/24/2004,2004,CLT,JAX,24,27,51,47,over
10/24/2004,2004,KAN,ATL,56,10,66,44.5,over
10/24/2004,2004,MIA,RAM,31,14,45,37.5,over
10/24/2004,2004,MIN,OTI,20,3,23,53,under
10/24/2004,2004,NWE,NYJ,13,7,20,43.5,under
10/24/2004,2004,NYG,DET,13,28,41,40,over
10/24/2004,2004,RAI,NOR,26,31,57,45.5,over
10/24/2004,2004,TAM,CHI,19,7,26,32,under
10/25/2004,2004,CIN,DEN,23,10,33,42.5,under
10/31/2004,2004,BUF,CRD,38,14,52,33.5,over
10/31/2004,2004,CHI,SFO,23,13,36,35.5,over
10/31/2004,2004,DAL,DET,31,21,52,40,over
10/31/2004,2004,DEN,ATL,28,41,69,39.5,over
10/31/2004,2004,HTX,JAX,20,6,26,42,under
10/31/2004,2004,KAN,CLT,45,35,80,56.5,over
10/31/2004,2004,MIN,NYG,13,34,47,48.5,under
10/31/2004,2004,PHI,RAV,15,10,25,37,under
10/31/2004,2004,PIT,NWE,34,20,54,42,over
10/31/2004,2004,SDG,RAI,42,14,56,46,over
10/31/2004,2004,SEA,CAR,23,17,40,39,over
10/31/2004,2004,OTI,CIN,27,20,47,39.5,over
10/31/2004,2004,WAS,GNB,14,28,42,40.5,over
11/1/2004,2004,NYJ,MIA,41,14,55,35.5,over
11/7/2004,2004,RAV,CLE,27,13,40,35,over
11/7/2004,2004,BUF,NYJ,22,17,39,34,over
11/7/2004,2004,CAR,RAI,24,27,51,41,over
11/7/2004,2004,CIN,DAL,26,3,29,44,under
11/7/2004,2004,DEN,HTX,31,13,44,44,under
11/7/2004,2004,DET,WAS,10,17,27,37,under
11/7/2004,2004,MIA,CRD,23,24,47,34.5,over
11/7/2004,2004,NYG,CHI,21,28,49,34.5,over
11/7/2004,2004,PIT,PHI,27,3,30,44.5,under
11/7/2004,2004,SDG,NOR,43,17,60,49.5,over
11/7/2004,2004,SFO,SEA,27,42,69,40.5,over
11/7/2004,2004,RAM,NWE,22,40,62,49.5,over
11/7/2004,2004,TAM,KAN,34,31,65,45.5,over
11/8/2004,2004,CLT,MIN,31,28,59,58,over
11/14/2004,2004,CRD,NYG,17,14,31,39,under
11/14/2004,2004,ATL,TAM,24,14,38,41,under
11/14/2004,2004,CLE,PIT,10,24,34,41,under
11/14/2004,2004,GNB,MIN,34,31,65,50,over
11/14/2004,2004,CLT,HTX,49,14,63,54.5,over
11/14/2004,2004,JAX,DET,23,17,40,34.5,over
11/14/2004,2004,NWE,BUF,29,6,35,38,under
11/14/2004,2004,NOR,KAN,27,20,47,56.5,under
11/14/2004,2004,NYJ,RAV,17,20,37,32,over
11/14/2004,2004,SFO,CAR,27,37,64,41.5,over
11/14/2004,2004,RAM,SEA,23,12,35,50.5,under
11/14/2004,2004,OTI,CHI,17,19,36,34,over
11/14/2004,2004,WAS,CIN,10,17,27,36.5,under
11/15/2004,2004,DAL,PHI,21,49,70,43,over
11/21/2004,2004,RAV,DAL,30,10,40,36,over
11/21/2004,2004,BUF,RAM,37,17,54,40,over
11/21/2004,2004,CAR,CRD,35,10,45,38,over
11/21/2004,2004,CHI,CLT,10,41,51,44.5,over
11/21/2004,2004,CIN,PIT,14,19,33,40.5,under
11/21/2004,2004,CLE,NYJ,7,10,17,38,under
11/21/2004,2004,HTX,GNB,13,16,29,51,under
11/21/2004,2004,JAX,OTI,15,18,33,36,under
11/21/2004,2004,MIN,DET,22,19,41,48,under
11/21/2004,2004,NOR,DEN,13,34,47,48.5,under
11/21/2004,2004,NYG,ATL,10,14,24,40,under
11/21/2004,2004,RAI,SDG,17,23,40,47.5,under
11/21/2004,2004,PHI,WAS,28,6,34,38.5,under
11/21/2004,2004,SEA,MIA,24,17,41,37,over
11/21/2004,2004,TAM,SFO,35,3,38,42,under
11/22/2004,2004,KAN,NWE,19,27,46,52,under
11/25/2004,2004,DAL,CHI,21,7,28,36,under
11/25/2004,2004,DET,CLT,9,41,50,54,under
11/28/2004,2004,CRD,NYJ,3,13,16,36.5,under
11/28/2004,2004,ATL,NOR,24,21,45,47.5,under
11/28/2004,2004,CAR,TAM,21,14,35,39,under
11/28/2004,2004,CIN,CLE,58,48,106,37.5,over
11/28/2004,2004,DEN,RAI,24,25,49,42.5,over
11/28/2004,2004,HTX,OTI,31,21,52,43,over
11/28/2004,2004,KAN,SDG,31,34,65,54,over
11/28/2004,2004,MIN,JAX,27,16,43,45.5,under
11/28/2004,2004,NWE,RAV,24,3,27,34.5,under
11/28/2004,2004,NYG,PHI,6,27,33,35.5,under
11/28/2004,2004,PIT,WAS,16,7,23,34.5,under
11/28/2004,2004,SFO,MIA,17,24,41,37.5,over
11/28/2004,2004,SEA,BUF,9,38,47,38,over
11/29/2004,2004,GNB,RAM,45,17,62,51,over
12/5/2004,2004,RAV,CIN,26,27,53,37,over
12/5/2004,2004,CHI,MIN,24,14,38,40.5,under
12/5/2004,2004,CLE,NWE,15,42,57,41,over
12/5/2004,2004,DET,CRD,26,12,38,37,over
12/5/2004,2004,CLT,OTI,51,24,75,54,over
12/5/2004,2004,JAX,PIT,16,17,33,35.5,under
12/5/2004,2004,MIA,BUF,32,42,74,34,over
12/5/2004,2004,NOR,CAR,21,32,53,46.5,over
12/5/2004,2004,NYJ,HTX,29,7,36,42,under
12/5/2004,2004,RAI,KAN,27,34,61,52,over
12/5/2004,2004,PHI,GNB,47,17,64,48.5,over
12/5/2004,2004,SDG,DEN,20,17,37,46.5,under
12/5/2004,2004,RAM,SFO,16,6,22,49,under
12/5/2004,2004,TAM,ATL,27,0,27,39.5,under
12/5/2004,2004,WAS,NYG,31,7,38,33,over
12/6/2004,2004,SEA,DAL,39,43,82,42,over
12/12/2004,2004,CRD,SFO,28,31,59,36,over
12/12/2004,2004,ATL,RAI,35,10,45,46,under
12/12/2004,2004,RAV,NYG,37,14,51,34,over
12/12/2004,2004,BUF,CLE,37,7,44,38.5,over
12/12/2004,2004,CAR,RAM,20,7,27,44.5,under
12/12/2004,2004,DAL,NOR,13,27,40,49,under
12/12/2004,2004,DEN,MIA,20,17,37,41,under
12/12/2004,2004,GNB,DET,16,13,29,41,under
12/12/2004,2004,HTX,CLT,14,23,37,57,under
12/12/2004,2004,JAX,CHI,22,3,25,34,under
12/12/2004,2004,MIN,SEA,23,27,50,54,under
12/12/2004,2004,NWE,CIN,35,28,63,47,over
12/12/2004,2004,PIT,NYJ,17,6,23,35,under
12/12/2004,2004,SDG,TAM,31,24,55,42.5,over
12/12/2004,2004,WAS,PHI,14,17,31,38.5,under
12/13/2004,2004,OTI,KAN,38,49,87,53,over
12/18/2004,2004,ATL,CAR,34,31,65,41,over
12/18/2004,2004,NYG,PIT,30,33,63,36.5,over
12/18/2004,2004,SFO,WAS,16,26,42,36.5,over
12/19/2004,2004,CRD,RAM,31,7,38,41.5,under
12/19/2004,2004,CHI,HTX,5,24,29,34,under
12/19/2004,2004,CIN,BUF,17,33,50,41,over
12/19/2004,2004,CLE,SDG,0,21,21,35,under
12/19/2004,2004,DET,MIN,27,28,55,48.5,over
12/19/2004,2004,GNB,JAX,25,28,53,37,over
12/19/2004,2004,CLT,RAV,20,10,30,48.5,under
12/19/2004,2004,KAN,DEN,45,17,62,52.5,over
12/19/2004,2004,NYJ,SEA,37,14,51,41.5,over
12/19/2004,2004,RAI,OTI,40,35,75,49.5,over
12/19/2004,2004,PHI,DAL,12,7,19,45,under
12/19/2004,2004,TAM,NOR,17,21,38,43.5,under
12/20/2004,2004,MIA,NWE,29,28,57,44,over
12/24/2004,2004,MIN,GNB,31,34,65,56,over
12/25/2004,2004,KAN,RAI,31,30,61,60,over
12/25/2004,2004,OTI,DEN,16,37,53,50.5,over
12/26/2004,2004,CIN,NYG,23,22,45,46.5,under
12/26/2004,2004,DAL,WAS,13,10,23,35,under
12/26/2004,2004,DET,CHI,19,13,32,37,under
12/26/2004,2004,CLT,SDG,34,31,65,56,over
12/26/2004,2004,JAX,HTX,0,21,21,36.5,under
12/26/2004,2004,MIA,CLE,10,7,17,40.5,under
12/26/2004,2004,NOR,ATL,26,13,39,44,under
12/26/2004,2004,NYJ,NWE,7,23,30,41.5,under
12/26/2004,2004,PIT,RAV,20,7,27,34,under
12/26/2004,2004,SFO,BUF,7,41,48,41.5,over
12/26/2004,2004,SEA,CRD,24,21,45,44,over
12/26/2004,2004,TAM,CAR,20,37,57,39,over
12/27/2004,2004,RAM,PHI,20,7,27,42.5,under
1/2/2005,2004,CRD,TAM,12,7,19,38.5,under
1/2/2005,2004,RAV,MIA,30,23,53,33,over
1/2/2005,2004,BUF,PIT,24,29,53,33,over
1/2/2005,2004,CAR,NOR,18,21,39,46,under
1/2/2005,2004,CHI,GNB,14,31,45,34,over
1/2/2005,2004,DEN,CLT,33,14,47,44,over
1/2/2005,2004,HTX,CLE,14,22,36,41,under
1/2/2005,2004,NWE,SFO,21,7,28,37,under
1/2/2005,2004,NYG,DAL,28,24,52,38.5,over
1/2/2005,2004,RAI,JAX,6,13,19,43,under
1/2/2005,2004,PHI,CIN,10,38,48,37.5,over
1/2/2005,2004,SDG,KAN,24,17,41,51.5,under
1/2/2005,2004,SEA,ATL,28,26,54,41,over
1/2/2005,2004,RAM,NYJ,32,29,61,46,over
1/2/2005,2004,OTI,DET,24,19,43,45.5,under
1/2/2005,2004,WAS,MIN,21,18,39,41,under
1/8/2005,2004,SDG,NYJ,17,20,37,42.5,under
1/8/2005,2004,SEA,RAM,20,27,47,51,under
1/9/2005,2004,GNB,MIN,17,31,48,52.5,under
1/9/2005,2004,CLT,DEN,49,24,73,56,over
1/15/2005,2004,ATL,RAM,47,17,64,49,over
1/15/2005,2004,PIT,NYJ,20,17,37,35.5,over
1/16/2005,2004,NWE,CLT,20,3,23,51,under
1/16/2005,2004,PHI,MIN,27,14,41,47,under
1/23/2005,2004,PHI,ATL,27,10,37,37,under
1/23/2005,2004,PIT,NWE,27,41,68,36.5,over
2/6/2005,2004,PHI,NWE,21,24,45,46.5,under
9/8/2005,2005,NWE,RAI,30,20,50,50,under
9/11/2005,2005,RAV,CLT,7,24,31,47,under
9/11/2005,2005,BUF,HTX,22,7,29,39,under
9/11/2005,2005,CAR,NOR,20,23,43,45.5,under
9/11/2005,2005,CLE,CIN,13,27,40,44.5,under
9/11/2005,2005,DET,GNB,17,3,20,46,under
9/11/2005,2005,JAX,SEA,26,14,40,40,under
9/11/2005,2005,KAN,NYJ,27,7,34,48.5,under
9/11/2005,2005,MIA,DEN,34,10,44,38.5,over
9/11/2005,2005,MIN,TAM,13,24,37,43.5,under
9/11/2005,2005,NYG,CRD,42,19,61,37.5,over
9/11/2005,2005,PIT,OTI,34,7,41,40.5,over
9/11/2005,2005,SDG,DAL,24,28,52,41,over
9/11/2005,2005,SFO,RAM,28,25,53,46,over
9/11/2005,2005,WAS,CHI,9,7,16,33,under
9/12/2005,2005,ATL,PHI,14,10,24,41.5,under
9/18/2005,2005,CRD,RAM,12,17,29,44,under
9/18/2005,2005,CAR,NWE,27,17,44,44,under
9/18/2005,2005,CHI,DET,38,6,44,34,over
9/18/2005,2005,CIN,MIN,37,8,45,47,under
9/18/2005,2005,DEN,SDG,20,17,37,44,under
9/18/2005,2005,GNB,CLE,24,26,50,43,over
9/18/2005,2005,HTX,PIT,7,27,34,39.5,under
9/18/2005,2005,CLT,JAX,10,3,13,46,under
9/18/2005,2005,NYJ,MIA,17,7,24,37,under
9/18/2005,2005,RAI,KAN,17,23,40,53,under
9/18/2005,2005,PHI,SFO,42,3,45,43,over
9/18/2005,2005,SEA,ATL,21,18,39,41.5,under
9/18/2005,2005,TAM,BUF,19,3,22,35,under
9/18/2005,2005,OTI,RAV,25,10,35,36,under
9/19/2005,2005,DAL,WAS,13,14,27,36,under
9/19/2005,2005,NYG,NOR,27,10,37,43,under
9/25/2005,2005,BUF,ATL,16,24,40,36,over
9/25/2005,2005,CHI,CIN,7,24,31,39,under
9/25/2005,2005,GNB,TAM,16,17,33,38,under
9/25/2005,2005,CLT,CLE,13,6,19,47,under
9/25/2005,2005,MIA,CAR,27,24,51,37.5,over
9/25/2005,2005,MIN,NOR,33,16,49,44.5,over
9/25/2005,2005,NYJ,JAX,20,26,46,34.5,over
9/25/2005,2005,PHI,RAI,23,20,43,47,under
9/25/2005,2005,PIT,NWE,20,23,43,41.5,over
9/25/2005,2005,SDG,NYG,45,23,68,42.5,over
9/25/2005,2005,SFO,DAL,31,34,65,41,over
9/25/2005,2005,SEA,CRD,37,12,49,42,over
9/25/2005,2005,RAM,OTI,31,27,58,46,over
9/26/2005,2005,DEN,KAN,30,10,40,49,under
10/2/2005,2005,CRD,SFO,31,14,45,42,over
10/2/2005,2005,ATL,MIN,30,10,40,44.5,under
10/2/2005,2005,RAV,NYJ,13,3,16,31.5,under
10/2/2005,2005,CIN,HTX,16,10,26,41.5,under
10/2/2005,2005,JAX,DEN,7,20,27,37.5,under
10/2/2005,2005,KAN,PHI,31,37,68,46.5,over
10/2/2005,2005,NWE,SDG,17,41,58,47,over
10/2/2005,2005,NOR,BUF,19,7,26,38.5,under
10/2/2005,2005,NYG,RAM,44,24,68,46,over
10/2/2005,2005,RAI,DAL,19,13,32,46,under
10/2/2005,2005,TAM,DET,17,13,30,35,under
10/2/2005,2005,OTI,CLT,10,31,41,45,under
10/2/2005,2005,WAS,SEA,20,17,37,37,under
10/3/2005,2005,CAR,GNB,32,29,61,43,over
10/9/2005,2005,CRD,CAR,20,24,44,42,over
10/9/2005,2005,ATL,NWE,28,31,59,43.5,over
10/9/2005,2005,BUF,MIA,20,14,34,33,over
10/9/2005,2005,CLE,CHI,20,10,30,35,under
10/9/2005,2005,DAL,PHI,33,10,43,44,under
10/9/2005,2005,DEN,WAS,21,19,40,34.5,over
10/9/2005,2005,DET,RAV,35,17,52,33,over
10/9/2005,2005,GNB,NOR,52,3,55,41,over
10/9/2005,2005,HTX,OTI,20,34,54,40.5,over
10/9/2005,2005,JAX,CIN,23,20,43,38,over
10/9/2005,2005,NYJ,TAM,14,12,26,32,under
10/9/2005,2005,SFO,CLT,3,28,31,47,under
10/9/2005,2005,RAM,SEA,31,37,68,48,over
10/10/2005,2005,SDG,PIT,22,24,46,45.5,over
10/16/2005,2005,RAV,CLE,16,3,19,33.5,under
10/16/2005,2005,BUF,NYJ,27,17,44,33,over
10/16/2005,2005,CHI,MIN,28,3,31,37.5,under
10/16/2005,2005,DAL,NYG,16,13,29,45.5,under
10/16/2005,2005,DEN,NWE,28,20,48,44,over
10/16/2005,2005,DET,CAR,20,21,41,42,under
10/16/2005,2005,KAN,WAS,28,21,49,42.5,over
10/16/2005,2005,NOR,ATL,31,34,65,42,over
10/16/2005,2005,RAI,SDG,14,27,41,50.5,under
10/16/2005,2005,PIT,JAX,17,23,40,36,over
10/16/2005,2005,SEA,HTX,42,10,52,45.5,over
10/16/2005,2005,TAM,MIA,27,13,40,33,over
10/16/2005,2005,OTI,CIN,23,31,54,44.5,over
10/17/2005,2005,CLT,RAM,45,28,73,50.5,over
10/21/2005,2005,MIA,KAN,20,30,50,42.5,over
10/23/2005,2005,CRD,OTI,20,10,30,45,under
10/23/2005,2005,CHI,RAV,10,6,16,32,under
10/23/2005,2005,CIN,PIT,13,27,40,43,under
10/23/2005,2005,CLE,DET,10,13,23,36,under
10/23/2005,2005,HTX,CLT,20,38,58,44.5,over
10/23/2005,2005,MIN,GNB,23,20,43,46,under
10/23/2005,2005,NYG,DEN,24,23,47,46.5,over
10/23/2005,2005,RAI,BUF,38,17,55,42,over
10/23/2005,2005,PHI,SDG,20,17,37,47,under
10/23/2005,2005,SEA,DAL,13,10,23,45.5,under
10/23/2005,2005,RAM,NOR,28,17,45,50,under
10/23/2005,2005,WAS,SFO,52,17,69,38,over
10/24/2005,2005,ATL,NYJ,27,14,41,41,under
10/30/2005,2005,CAR,MIN,38,13,51,44,over
10/30/2005,2005,CIN,GNB,21,14,35,46,under
10/30/2005,2005,DAL,CRD,34,13,47,41,over
10/30/2005,2005,DEN,PHI,49,21,70,44,over
10/30/2005,2005,DET,CHI,13,19,32,32.5,under
10/30/2005,2005,HTX,CLE,19,16,35,37.5,under
10/30/2005,2005,NWE,BUF,21,16,37,43.5,under
10/30/2005,2005,NOR,MIA,6,21,27,41,under
10/30/2005,2005,NYG,WAS,36,0,36,41,under
10/30/2005,2005,SDG,KAN,28,20,48,51,under
10/30/2005,2005,SFO,TAM,15,10,25,37,under
10/30/2005,2005,RAM,JAX,24,21,45,43,over
10/30/2005,2005,OTI,RAI,25,34,59,46,over
10/31/2005,2005,PIT,RAV,20,19,39,33,over
11/6/2005,2005,CRD,SEA,19,33,52,44,over
11/6/2005,2005,RAV,CIN,9,21,30,36,under
11/6/2005,2005,CLE,OTI,20,14,34,39,under
11/6/2005,2005,GNB,PIT,10,20,30,42,under
11/6/2005,2005,JAX,HTX,21,14,35,37.5,under
11/6/2005,2005,KAN,RAI,27,23,50,51.5,under
11/6/2005,2005,MIA,ATL,10,17,27,39.5,under
11/6/2005,2005,MIN,DET,27,14,41,37.5,over
11/6/2005,2005,NOR,CHI,17,20,37,34.5,over
11/6/2005,2005,NYJ,SDG,26,31,57,41.5,over
11/6/2005,2005,SFO,NYG,6,24,30,42,under
11/6/2005,2005,TAM,CAR,14,34,48,36.5,over
11/6/2005,2005,WAS,PHI,17,10,27,41,under
11/7/2005,2005,NWE,CLT,21,40,61,46.5,over
11/13/2005,2005,ATL,GNB,25,33,58,42,over
11/13/2005,2005,BUF,KAN,14,3,17,42.5,under
11/13/2005,2005,CAR,NYJ,30,3,33,40.5,under
11/13/2005,2005,CHI,SFO,17,9,26,33,under
11/13/2005,2005,DET,CRD,29,21,50,40,over
11/13/2005,2005,CLT,HTX,31,17,48,45,over
11/13/2005,2005,JAX,RAV,30,3,33,34,under
11/13/2005,2005,MIA,NWE,16,23,39,40,under
11/13/2005,2005,NYG,MIN,21,24,45,45,under
11/13/2005,2005,RAI,DEN,17,31,48,47,over
11/13/2005,2005,PIT,CLE,34,21,55,34.5,over
11/13/2005,2005,SEA,RAM,31,16,47,48.5,under
11/13/2005,2005,TAM,WAS,36,35,71,34,over
11/14/2005,2005,PHI,DAL,20,21,41,40,over
11/20/2005,2005,ATL,TAM,27,30,57,38,over
11/20/2005,2005,RAV,PIT,16,13,29,34.5,under
11/20/2005,2005,CHI,CAR,13,3,16,34.5,under
11/20/2005,2005,CIN,CLT,37,45,82,48.5,over
11/20/2005,2005,CLE,MIA,22,0,22,34.5,under
11/20/2005,2005,DAL,DET,20,7,27,39,under
11/20/2005,2005,DEN,NYJ,27,0,27,41,under
11/20/2005,2005,HTX,KAN,17,45,62,44.5,over
11/20/2005,2005,NWE,NOR,24,17,41,45,under
11/20/2005,2005,NYG,PHI,27,17,44,43,over
11/20/2005,2005,SDG,BUF,48,10,58,42,over
11/20/2005,2005,SFO,SEA,25,27,52,42.5,over
11/20/2005,2005,RAM,CRD,28,38,66,48,over
11/20/2005,2005,OTI,JAX,28,31,59,38,over
11/20/2005,2005,WAS,RAI,13,16,29,42,under
11/21/2005,2005,GNB,MIN,17,20,37,45,under
11/24/2005,2005,DAL,DEN,21,24,45,41,over
11/24/2005,2005,DET,ATL,7,27,34,40.5,under
11/27/2005,2005,CRD,JAX,17,24,41,41.5,under
11/27/2005,2005,BUF,CAR,9,13,22,36.5,under
11/27/2005,2005,CIN,RAV,42,29,71,36.5,over
11/27/2005,2005,HTX,RAM,27,33,60,44.5,over
11/27/2005,2005,KAN,NWE,26,16,42,51,under
11/27/2005,2005,MIN,CLE,24,12,36,40,under
11/27/2005,2005,NYJ,NOR,19,21,40,37,over
11/27/2005,2005,RAI,MIA,21,33,54,42.5,over
11/27/2005,2005,PHI,GNB,19,14,33,41.5,under
11/27/2005,2005,SEA,NYG,24,21,45,47.5,under
11/27/2005,2005,TAM,CHI,10,13,23,33,under
11/27/2005,2005,OTI,SFO,33,22,55,42.5,over
11/27/2005,2005,WAS,SDG,17,23,40,44,under
11/28/2005,2005,CLT,PIT,26,7,33,47,under
12/4/2005,2005,RAV,HTX,16,15,31,37,under
12/4/2005,2005,CAR,ATL,24,6,30,43.5,under
12/4/2005,2005,CHI,GNB,19,7,26,32,under
12/4/2005,2005,CLE,JAX,14,20,34,36.5,under
12/4/2005,2005,DET,MIN,16,21,37,38,under
12/4/2005,2005,CLT,OTI,35,3,38,47.5,under
12/4/2005,2005,KAN,DEN,31,27,58,47,over
12/4/2005,2005,MIA,BUF,24,23,47,35.5,over
12/4/2005,2005,NWE,NYJ,16,3,19,42.5,under
12/4/2005,2005,NOR,TAM,3,10,13,39,under
12/4/2005,2005,NYG,DAL,17,10,27,41,under
12/4/2005,2005,PIT,CIN,31,38,69,43,over
12/4/2005,2005,SDG,RAI,34,10,44,50.5,under
12/4/2005,2005,SFO,CRD,10,17,27,43.5,under
12/4/2005,2005,RAM,WAS,9,24,33,45,under
12/5/2005,2005,PHI,SEA,0,42,42,44,under
12/11/2005,2005,CRD,WAS,13,17,30,41.5,under
12/11/2005,2005,BUF,NWE,7,35,42,38,over
12/11/2005,2005,CAR,TAM,10,20,30,37,under
12/11/2005,2005,CIN,CLE,23,20,43,41.5,over
12/11/2005,2005,DAL,KAN,31,28,59,44,over
12/11/2005,2005,DEN,RAV,12,10,22,40.5,under
12/11/2005,2005,GNB,DET,16,13,29,37,under
12/11/2005,2005,JAX,CLT,18,26,44,43,over
12/11/2005,2005,MIN,RAM,27,13,40,45.5,under
12/11/2005,2005,NYJ,RAI,26,10,36,37.5,under
12/11/2005,2005,PHI,NYG,23,26,49,40,over
12/11/2005,2005,PIT,CHI,21,9,30,32,under
12/11/2005,2005,SDG,MIA,21,23,44,45,under
12/11/2005,2005,SEA,SFO,41,3,44,45,under
12/11/2005,2005,OTI,HTX,13,10,23,44,under
12/12/2005,2005,ATL,NOR,36,17,53,44,over
12/17/2005,2005,BUF,DEN,17,28,45,35,over
12/17/2005,2005,NWE,TAM,28,0,28,36,under
12/17/2005,2005,NYG,KAN,27,17,44,45.5,under
12/18/2005,2005,CHI,ATL,16,3,19,30.5,under
12/18/2005,2005,DET,CIN,17,41,58,44,over
12/18/2005,2005,HTX,CRD,30,19,49,43.5,over
12/18/2005,2005,CLT,SDG,17,26,43,51,under
12/18/2005,2005,JAX,SFO,10,9,19,39.5,under
12/18/2005,2005,MIA,NYJ,24,20,44,35.5,over
12/18/2005,2005,MIN,PIT,3,18,21,41.5,under
12/18/2005,2005,NOR,CAR,10,27,37,40.5,under
12/18/2005,2005,RAI,CLE,7,9,16,40.5,under
12/18/2005,2005,RAM,PHI,16,17,33,44,under
12/18/2005,2005,OTI,SEA,24,28,52,45,over
12/18/2005,2005,WAS,DAL,35,7,42,36,over
12/19/2005,2005,RAV,GNB,48,3,51,33,over
12/24/2005,2005,CRD,PHI,27,21,48,39.5,over
12/24/2005,2005,CAR,DAL,20,24,44,38.5,over
12/24/2005,2005,CIN,BUF,27,37,64,44,over
12/24/2005,2005,CLE,PIT,0,41,41,33,over
12/24/2005,2005,DEN,RAI,22,3,25,42.5,under
12/24/2005,2005,HTX,JAX,20,38,58,38,over
12/24/2005,2005,KAN,SDG,20,7,27,49.5,under
12/24/2005,2005,MIA,OTI,24,10,34,43,under
12/24/2005,2005,NOR,DET,12,13,25,37.5,under
12/24/2005,2005,SEA,CLT,28,13,41,47,under
12/24/2005,2005,RAM,SFO,20,24,44,42,over
12/24/2005,2005,TAM,ATL,27,24,51,37.5,over
12/24/2005,2005,WAS,NYG,35,20,55,38,over
12/25/2005,2005,RAV,MIN,30,23,53,34,over
12/25/2005,2005,GNB,CHI,17,24,41,31,over
12/26/2005,2005,NYJ,NWE,21,31,52,37.5,over
12/31/2005,2005,RAI,NYG,21,30,51,44,over
12/31/2005,2005,SDG,DEN,7,23,30,44,under
1/1/2006,2005,ATL,CAR,11,44,55,42,over
1/1/2006,2005,CLE,RAV,20,16,36,37,under
1/1/2006,2005,DAL,RAM,10,20,30,43,under
1/1/2006,2005,GNB,SEA,23,17,40,40.5,under
1/1/2006,2005,CLT,CRD,17,13,30,43.5,under
1/1/2006,2005,JAX,OTI,40,13,53,38,over
1/1/2006,2005,KAN,CIN,37,3,40,47,under
1/1/2006,2005,MIN,CHI,34,10,44,35,over
1/1/2006,2005,NWE,MIA,26,28,54,37,over
1/1/2006,2005,NYJ,BUF,30,26,56,37.5,over
1/1/2006,2005,PHI,WAS,20,31,51,37,over
1/1/2006,2005,PIT,DET,35,21,56,35.5,over
1/1/2006,2005,SFO,HTX,20,17,37,37.5,under
1/1/2006,2005,TAM,NOR,27,13,40,37.5,over
1/7/2006,2005,NWE,JAX,28,3,31,37.5,under
1/7/2006,2005,TAM,WAS,10,17,27,37.5,under
1/8/2006,2005,CIN,PIT,17,31,48,44,over
